2507.07258,FedP3E: Privacy-Preserving Prototype Exchange for Non-IID IoT Malware Detection in Cross-Silo Federated Learning,"Rami Darwish, Mahmoud Abdelsalam, Sajad Khorsandroo, Kaushik Roy","As IoT ecosystems continue to expand across critical sectors, they have become prominent targets for increasingly sophisticated and large-scale malware attacks. The evolving threat landscape, combined with the sensitive nature of IoT-generated data, demands detection frameworks that are both privacy-preserving and resilient to data heterogeneity. Federated Learning (FL) offers a promising solution by enabling decentralized model training without exposing raw data. However, standard FL algorithms such as FedAvg and FedProx often fall short in real-world deployments characterized by class imbalance and non-IID data distributions -- particularly in the presence of rare or disjoint malware classes. To address these challenges, we propose FedP3E (Privacy-Preserving Prototype Exchange), a novel FL framework that supports indirect cross-client representation sharing while maintaining data privacy. Each client constructs class-wise prototypes using Gaussian Mixture Models (GMMs), perturbs them with Gaussian noise, and transmits only these compact summaries to the server. The aggregated prototypes are then distributed back to clients and integrated into local training, supported by SMOTE-based augmentation to enhance representation of minority malware classes. Rather than relying solely on parameter averaging, our prototype-driven mechanism enables clients to enrich their local models with complementary structural patterns observed across the federation -- without exchanging raw data or gradients. This targeted strategy reduces the adverse impact of statistical heterogeneity with minimal communication overhead. We evaluate FedP3E on the N-BaIoT dataset under realistic cross-silo scenarios with varying degrees of data imbalance.","Оскільки екосистеми Інтернету речей продовжують розширюватися в критично важливих секторах, вони стають важливими цілями для все більш витончених і масштабних атак зловмисного програмного забезпечення. Еволюція ландшафту загроз у поєднанні з чутливим характером даних, що генеруються Інтернетом речей, вимагає систем виявлення, які одночасно захищають конфіденційність і є стійкими до гетерогенності даних. Федеративне навчання (Federated Learning, FL) пропонує багатообіцяюче рішення, дозволяючи децентралізовано навчати моделі, не розкриваючи вихідні дані. Однак стандартні алгоритми FL, такі як FedAvg і FedProx, часто не справляються з розгортанням в реальних умовах, що характеризуються дисбалансом класів і розподілом даних не за ідентифікатором - особливо при наявності рідкісних або розрізнених класів шкідливого програмного забезпечення. Для вирішення цих проблем ми пропонуємо FedP3E (Privacy-Preserving Prototype Exchange), новий фреймворк FL, який підтримує непрямий обмін представленнями між клієнтами, зберігаючи при цьому конфіденційність даних. Кожен клієнт будує прототипи для кожного класу за допомогою моделей гауссових сумішей (GMM), обурює їх гауссовим шумом і передає на сервер лише ці компактні зведення. Агреговані прототипи потім розсилаються клієнтам та інтегруються в локальне навчання, підтримуване доповненням на основі SMOTE для покращення репрезентативності малих класів шкідливого програмного забезпечення. Замість того, щоб покладатися лише на усереднення параметрів, наш механізм, заснований на прототипах, дозволяє клієнтам збагачувати свої локальні моделі додатковими структурними моделями, що спостерігаються в усій федерації - без обміну необробленими даними або градієнтами. Ця цілеспрямована стратегія зменшує негативний вплив статистичної неоднорідності з мінімальними комунікаційними витратами. Ми оцінюємо FedP3E на наборі даних N-BaIoT в реалістичних сценаріях міжсилосного обміну з різним ступенем дисбалансу даних.",231,Cryptography and Security (cs.CR),https://arxiv.org/abs/2507.07258,https://arxiv.org/pdf/2507.07258.pdf,true
2507.07274,LinguaMark: Do Multimodal Models Speak Fairly? A Benchmark-Based Evaluation,"Ananya Raval, Aravind Narayanan, Vahid Reza Khazaie, Shaina Raza","Large Multimodal Models (LMMs) are typically trained on vast corpora of image-text data but are often limited in linguistic coverage, leading to biased and unfair outputs across languages. While prior work has explored multimodal evaluation, less emphasis has been placed on assessing multilingual capabilities. In this work, we introduce LinguaMark, a benchmark designed to evaluate state-of-the-art LMMs on a multilingual Visual Question Answering (VQA) task. Our dataset comprises 6,875 image-text pairs spanning 11 languages and five social attributes. We evaluate models using three key metrics: Bias, Answer Relevancy, and Faithfulness. Our findings reveal that closed-source models generally achieve the highest overall performance. Both closed-source (GPT-4o and Gemini2.5) and open-source models (Gemma3, Qwen2.5) perform competitively across social attributes, and Qwen2.5 demonstrates strong generalization across multiple languages. We release our benchmark and evaluation code to encourage reproducibility and further research.","Великі мультимодальні моделі (БММ), як правило, навчаються на великих масивах даних зображення-текст, але часто обмежені в лінгвістичному охопленні, що призводить до упереджених і несправедливих результатів для різних мов. Хоча в попередніх роботах досліджувалося мультимодальне оцінювання, менше уваги приділялося оцінюванню багатомовних можливостей. У цій роботі ми представляємо LinguaMark, бенчмарк, розроблений для оцінювання найсучасніших LMM на багатомовному завданні з візуальної відповіді на запитання (VQA). Наш набір даних складається з 6 875 пар зображення-текст, що охоплюють 11 мов і п'ять соціальних атрибутів. Ми оцінюємо моделі за трьома ключовими метриками: Упередженість, Релевантність відповіді та Вірність. Наші результати показують, що моделі з закритим кодом, як правило, досягають найвищої загальної ефективності. Як моделі з закритим кодом (GPT-4o і Gemini2.5), так і моделі з відкритим кодом (Gemma3, Qwen2.5) демонструють конкурентоспроможні результати за соціальними атрибутами, а Qwen2.5 демонструє сильне узагальнення за кількома мовами. Ми випускаємо наш бенчмарк та оціночний код, щоб сприяти відтворюваності та подальшим дослідженням.",138,Computer Vision and Pattern Recognition (cs.CV),https://arxiv.org/abs/2507.07274,https://arxiv.org/pdf/2507.07274.pdf,true
2507.07853,Optimization Guarantees for Square-Root Natural-Gradient Variational Inference,"Navish Kumar, Thomas Möllenhoff, Mohammad Emtiyaz Khan, Aurelien Lucchi","Variational inference with natural-gradient descent often shows fast convergence in practice, but its theoretical convergence guarantees have been challenging to establish. This is true even for the simplest cases that involve concave log-likelihoods and use a Gaussian approximation. We show that the challenge can be circumvented for such cases using a square-root parameterization for the Gaussian covariance. This approach establishes novel convergence guarantees for natural-gradient variational-Gaussian inference and its continuous-time gradient flow. Our experiments demonstrate the effectiveness of natural gradient methods and highlight their advantages over algorithms that use Euclidean or Wasserstein geometries.","Варіаційне виведення з природним градієнтним спуском часто демонструє швидку збіжність на практиці, але його теоретичні гарантії збіжності було складно встановити. Це справедливо навіть для найпростіших випадків, які включають увігнуті лог-вірогідності і використовують гауссову апроксимацію. Ми показуємо, що цю проблему можна обійти для таких випадків, використовуючи параметризацію квадратного кореня для гауссової коваріації. Цей підхід встановлює нові гарантії збіжності для варіаційно-гауссового висновку з природним градієнтом та його градієнтного потоку в неперервному часі. Наші експерименти демонструють ефективність методів природного градієнта і підкреслюють їх переваги над алгоритмами, які використовують евклідову або васерштейнову геометрію.",93,Machine Learning (cs.LG),https://arxiv.org/abs/2507.07853,https://arxiv.org/pdf/2507.07853.pdf,true
2507.07868,Alpay Algebra V: Multi-Layered Semantic Games and Transfinite Fixed-Point Simulation,"Bugra Kilictas, Faruk Alpay","This paper extends the self-referential framework of Alpay Algebra into a multi-layered semantic game architecture where transfinite fixed-point convergence encompasses hierarchical sub-games at each iteration level. Building upon Alpay Algebra IV's empathetic embedding concept, we introduce a nested game-theoretic structure where the alignment process between AI systems and documents becomes a meta-game containing embedded decision problems. We formalize this through a composite operator $\phi(\cdot, \gamma(\cdot))$ where $\phi$ drives the main semantic convergence while $\gamma$ resolves local sub-games. The resulting framework demonstrates that game-theoretic reasoning emerges naturally from fixed-point iteration rather than being imposed externally. We prove a Game Theorem establishing existence and uniqueness of semantic equilibria under realistic cognitive simulation assumptions. Our verification suite includes adaptations of Banach's fixed-point theorem to transfinite contexts, a novel $\phi$-topology based on the Kozlov-Maz'ya-Rossmann formula for handling semantic singularities, and categorical consistency tests via the Yoneda lemma. The paper itself functions as a semantic artifact designed to propagate its fixed-point patterns in AI embedding spaces -- a deliberate instantiation of the ""semantic virus"" concept it theorizes. All results are grounded in category theory, information theory, and realistic AI cognition models, ensuring practical applicability beyond pure mathematical abstraction.","Ця стаття розширює самореферентну структуру Alpay Algebra до багатошарової семантичної ігрової архітектури, де трансфінітна збіжність з фіксованою точкою охоплює ієрархічні підігри на кожному ітераційному рівні. Спираючись на концепцію емпатичного вбудовування Alpay Algebra IV, ми представляємо вкладену теоретико-ігрову структуру, в якій процес узгодження між системами ШІ та документами стає метагрою, що містить вбудовані проблеми прийняття рішень. Ми формалізуємо це за допомогою складеного оператора $\phi(\cdot, \gamma(\cdot))$, де $\phi$ керує основною семантичною конвергенцією, тоді як $\gamma$ вирішує локальні підігри. Отримана структура демонструє, що теоретико-ігрові міркування виникають природно з ітерацій з фіксованою точкою, а не нав'язуються ззовні. Ми доводимо теорему про ігри, яка встановлює існування та єдиність семантичних рівноваг за реалістичних припущень когнітивного моделювання. Наш верифікаційний набір включає адаптацію теореми Банаха про фіксовану точку до трансфінітних контекстів, нову $\phi$-топологію, засновану на формулі Козлова-Мазя-Россмана для обробки семантичних сингулярностей, а також тести категоріальної несуперечливості за допомогою леми Йонеди. Сама стаття функціонує як семантичний артефакт, призначений для розповсюдження своїх шаблонів з фіксованою точкою у просторах вбудовування ШІ - навмисне втілення концепції ""семантичного вірусу"", яку вона теоретизує. Всі результати ґрунтуються на теорії категорій, теорії інформації та реалістичних моделях пізнання ШІ, що забезпечує практичну застосовність, яка виходить за рамки чистої математичної абстракції.",193,Computation and Language (cs.CL),https://arxiv.org/abs/2507.07868,https://arxiv.org/pdf/2507.07868.pdf,true
2507.05297,Fuzzy Classification Aggregation for a Continuum of Agents,Zijun Meng,"We prove that any optimal, independent, and zero unanimous fuzzy classification aggregation function of a continuum of individual classifications of $m\ge 3$ objects into $2\le p\le m$ types must be a weighted arithmetic mean.","Доведено, що будь-яка оптимальна, незалежна та нульова одностайна функція агрегування нечіткої класифікації континууму індивідуальних класифікацій $m\ge 3$ об'єктів на $2\le p\le m$ типи має бути середньозваженою арифметичною.",34,Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05297,https://arxiv.org/pdf/2507.05297.pdf,true
2408.05798,Time Makes Space: Emergence of Place Fields in Networks Encoding Temporally Continuous Sensory Experiences,"Zhaoze Wang, Ronald W. Di Tullio, Spencer Rooke, Vijay Balasubramanian","The vertebrate hippocampus is believed to use recurrent connectivity in area CA3 to support episodic memory recall from partial cues. This brain area also contains place cells, whose location-selective firing fields implement maps supporting spatial memory. Here we show that place cells emerge in networks trained to remember temporally continuous sensory episodes. We model CA3 as a recurrent autoencoder that recalls and reconstructs sensory experiences from noisy and partially occluded observations by agents traversing simulated rooms. The agents move in realistic trajectories modeled from rodents and environments are modeled as high-dimensional sensory experience maps. Training our autoencoder to pattern-complete and reconstruct experiences with a constraint on total activity causes spatially localized firing fields, i.e., place cells, to emerge in the encoding layer. The emergent place fields reproduce key aspects of hippocampal phenomenology: a) remapping (maintenance of and reversion to distinct learned maps in different environments), implemented via repositioning of experience manifolds in the network's hidden layer, b) orthogonality of spatial representations in different arenas, c) robust place field emergence in differently shaped rooms, with single units showing multiple place fields in large or complex spaces, and d) slow representational drift of place fields. We argue that these results arise because continuous traversal of space makes sensory experience temporally continuous. We make testable predictions: a) rapidly changing sensory context will disrupt place fields, b) place fields will form even if recurrent connections are blocked, but reversion to previously learned representations upon remapping will be abolished, c) the dimension of temporally smooth experience sets the dimensionality of place fields, including during virtual navigation of abstract spaces.","Вважається, що гіпокамп хребетних використовує реципрокні зв'язки в ділянці CA3 для підтримки епізодичної пам'яті на основі часткових сигналів. Ця ділянка мозку також містить клітини місця, чиї селективні до місцезнаходження вогневі поля реалізують карти, що підтримують просторову пам'ять. Тут ми показуємо, що клітини місця з'являються в мережах, навчених запам'ятовувати безперервні в часі сенсорні епізоди. Ми моделюємо CA3 як рекурентний автокодер, який запам'ятовує і реконструює сенсорний досвід з шумних і частково закритих спостережень агентів, що перетинають змодельовані кімнати. Агенти рухаються реалістичними траєкторіями, змодельованими на основі гризунів, а середовище моделюється як високорозмірні карти сенсорного досвіду. Навчання нашого автокодера заповнювати шаблони та реконструювати досвід з обмеженням на загальну активність призводить до того, що в шарі кодування з'являються просторово локалізовані вогневі поля, тобто клітини місця. Поля місця, що виникають, відтворюють ключові аспекти феноменології гіпокампу: а) ремапінг (підтримка і повернення до різних вивчених карт у різних середовищах), що реалізується через репозиціювання множин досвіду в прихованому шарі мережі, б) ортогональність просторових репрезентацій у різних областях, в) стійке виникнення поля місця в кімнатах різної форми, причому окремі одиниці демонструють кілька полів місця у великих або складних просторах, і г) повільний дрейф репрезентацій полів місця. Ми стверджуємо, що ці результати виникають тому, що безперервне переміщення простором робить чуттєвий досвід тимчасово безперервним. Ми робимо прогнози, які можна перевірити: а) швидка зміна сенсорного контексту порушує поля місця, б) поля місця формуються, навіть якщо рекурентні зв'язки заблоковані, але повернення до раніше засвоєних репрезентацій при перемапуванні скасовується, в) розмірність часово плавного досвіду задає розмірність полів місця, в тому числі під час віртуальної навігації в абстрактних просторах.",264,Neurons and Cognition (q-bio.NC),https://arxiv.org/abs/2408.05798,https://arxiv.org/pdf/2408.05798.pdf,true
2507.07257,Open Source Planning & Control System with Language Agents for Autonomous Scientific Discovery,"Licong Xu, Milind Sarkar, Anto I. Lonappan, Íñigo Zubeldia, Pablo Villanueva-Domingo, Santiago Casas, Christian Fidler, Chetana Amancharla, Ujjwal Tiwari, Adrian Bayer, Chadi Ait Ekiou, Miles Cranmer, Adrian Dimitrov, James Fergusson, Kahaan Gandhi, Sven Krippendorf, Andrew Laverick, Julien Lesgourgues, Antony Lewis, Thomas Meier, Blake Sherwin, Kristen Surrao, Francisco Villaescusa-Navarro, Chi Wang, Xueqing Xu, Boris Bolliet","We present a multi-agent system for automation of scientific research tasks, cmbagent. The system is formed by about 30 Large Language Model (LLM) agents and implements a Planning & Control strategy to orchestrate the agentic workflow, with no human-in-the-loop at any point. Each agent specializes in a different task (performing retrieval on scientific papers and codebases, writing code, interpreting results, critiquing the output of other agents) and the system is able to execute code locally. We successfully apply cmbagent to carry out a PhD level cosmology task (the measurement of cosmological parameters using supernova data) and evaluate its performance on two benchmark sets, finding superior performance over state-of-the-art LLMs. The source code is available on GitHub, demonstration videos are also available, and the system is deployed on HuggingFace and will be available on the cloud.","Ми представляємо мультиагентну систему для автоматизації науково-дослідницьких завдань cmbagent. Система складається з близько 30 агентів на основі великої мовної моделі (LLM) і реалізує стратегію планування та контролю для організації робочого процесу агентів без участі людини на кожному етапі. Кожен агент спеціалізується на своєму завданні (виконання пошуку в наукових статтях і кодових базах, написання коду, інтерпретація результатів, критика результатів роботи інших агентів), а система здатна виконувати код локально. Ми успішно застосували cmbagent для виконання завдання з космології на рівні PhD (вимірювання космологічних параметрів за допомогою даних про наднові) і оцінили його продуктивність на двох наборах тестів, виявивши вищу продуктивність порівняно з найсучаснішими LLM. Вихідний код доступний на GitHub, також доступні демонстраційні відео, система розгорнута на HuggingFace і буде доступна в хмарі.",135,Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.07257,https://arxiv.org/pdf/2507.07257.pdf,true
2507.06952,What Has a Foundation Model Found? Using Inductive Bias to Probe for World Models,"Keyon Vafa, Peter G. Chang, Ashesh Rambachan, Sendhil Mullainathan","Foundation models are premised on the idea that sequence prediction can uncover deeper domain understanding, much like how Kepler's predictions of planetary motion later led to the discovery of Newtonian mechanics. However, evaluating whether these models truly capture deeper structure remains a challenge. We develop a technique for evaluating foundation models that examines how they adapt to synthetic datasets generated from some postulated world model. Our technique measures whether the foundation model's inductive bias aligns with the world model, and so we refer to it as an inductive bias probe. Across multiple domains, we find that foundation models can excel at their training tasks yet fail to develop inductive biases towards the underlying world model when adapted to new tasks. We particularly find that foundation models trained on orbital trajectories consistently fail to apply Newtonian mechanics when adapted to new physics tasks. Further analysis reveals that these models behave as if they develop task-specific heuristics that fail to generalize.","Фундаментальні моделі ґрунтуються на ідеї, що передбачення послідовності може відкрити глибше розуміння предметної області, подібно до того, як передбачення Кеплера про рух планет пізніше призвели до відкриття ньютонівської механіки. Однак оцінка того, чи ці моделі справді відображають глибшу структуру, залишається складним завданням. Ми розробили методику оцінки фундаментальних моделей, яка досліджує, як вони адаптуються до синтетичних наборів даних, створених на основі певної постульованої моделі світу. Наша методика вимірює, чи збігається індуктивне зміщення моделі фундаменту з моделлю світу, і тому ми називаємо її зондом індуктивного зміщення. У різних сферах ми виявили, що фундаментальні моделі можуть успішно виконувати свої навчальні завдання, але не можуть розвинути індуктивне упередження щодо базової моделі світу, коли вони адаптуються до нових завдань. Зокрема, ми виявили, що фундаментальні моделі, навчені на орбітальних траєкторіях, постійно не застосовують ньютонівську механіку, коли їх адаптують до нових фізичних задач. Подальший аналіз показує, що ці моделі поводяться так, ніби вони розробляють евристики для конкретних задач, які не здатні до узагальнення.",159,Machine Learning (cs.LG),https://arxiv.org/abs/2507.06952,https://arxiv.org/pdf/2507.06952.pdf,true
2507.07115,Autonomous Control Leveraging LLMs: An Agentic Framework for Next-Generation Industrial Automation,"Javal Vyas, Mehmet Mercangoz","The increasing complexity of modern chemical processes, coupled with workforce shortages and intricate fault scenarios, demands novel automation paradigms that blend symbolic reasoning with adaptive control. In this work, we introduce a unified agentic framework that leverages large language models (LLMs) for both discrete fault-recovery planning and continuous process control within a single architecture. We adopt Finite State Machines (FSMs) as interpretable operating envelopes: an LLM-driven planning agent proposes recovery sequences through the FSM, a Simulation Agent executes and checks each transition, and a Validator-Reprompting loop iteratively refines invalid plans. In Case Study 1, across 180 randomly generated FSMs of varying sizes (4-25 states, 4-300 transitions), GPT-4o and GPT-4o-mini achieve 100% valid-path success within five reprompts-outperforming open-source LLMs in both accuracy and latency. In Case Study 2, the same framework modulates dual-heater inputs on a laboratory TCLab platform (and its digital twin) to maintain a target average temperature under persistent asymmetric disturbances. Compared to classical PID control, our LLM-based controller attains similar performance, while ablation of the prompting loop reveals its critical role in handling nonlinear dynamics. We analyze key failure modes-such as instruction following lapses and coarse ODE approximations. Our results demonstrate that, with structured feedback and modular agents, LLMs can unify high-level symbolic planningand low-level continuous control, paving the way towards resilient, language-driven automation in chemical engineering.","Зростаюча складність сучасних хімічних процесів у поєднанні з дефіцитом робочої сили та складними сценаріями несправностей вимагає нових парадигм автоматизації, які поєднують символьне мислення з адаптивним управлінням. У цій роботі ми представляємо уніфікований агентний фреймворк, який використовує великі мовні моделі (LLM) як для дискретного планування усунення несправностей, так і для безперервного управління процесом в рамках єдиної архітектури. Ми використовуємо скінченні автомати (FSM) як інтерпретовані операційні оболонки: агент планування, керований LLM, пропонує послідовності відновлення через FSM, агент моделювання виконує і перевіряє кожен перехід, а цикл валідатора-відповіді ітеративно вдосконалює невірні плани. У прикладі 1 на 180 випадково згенерованих FSM різного розміру (4-25 станів, 4-300 переходів) GPT-4o і GPT-4o-mini досягають 100% успіху на допустимих шляхах протягом п'яти відповідей, перевершуючи LLM з відкритим вихідним кодом як за точністю, так і за часом затримки. У тематичному дослідженні 2 та сама система модулює входи двох нагрівачів на лабораторній платформі TCLab (та її цифровому двійнику) для підтримання заданої середньої температури при постійних асиметричних збуреннях. Порівняно з класичним ПІД-регулюванням, наш контролер на основі LLM досягає подібної продуктивності, тоді як усунення контуру підказки виявляє його критичну роль в управлінні нелінійною динамікою. Ми проаналізували ключові режими збоїв, такі як пропуски команд і грубі апроксимації ОДУ. Наші результати демонструють, що завдяки структурованому зворотному зв'язку та модульним агентам LLM можуть об'єднати високорівневе символьне планування та низькорівневе безперервне керування, прокладаючи шлях до стійкої автоматизації хімічної інженерії, керованої мовою.",219,Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.07115,https://arxiv.org/pdf/2507.07115.pdf,true
2507.07134,BOOST: Out-of-Distribution-Informed Adaptive Sampling for Bias Mitigation in Stylistic Convolutional Neural Networks,"Mridula Vijendran, Shuang Chen, Jingjing Deng, Hubert P. H. Shum","The pervasive issue of bias in AI presents a significant challenge to painting classification, and is getting more serious as these systems become increasingly integrated into tasks like art curation and restoration. Biases, often arising from imbalanced datasets where certain artistic styles dominate, compromise the fairness and accuracy of model predictions, i.e., classifiers are less accurate on rarely seen paintings. While prior research has made strides in improving classification performance, it has largely overlooked the critical need to address these underlying biases, that is, when dealing with out-of-distribution (OOD) data. Our insight highlights the necessity of a more robust approach to bias mitigation in AI models for art classification on biased training data. We propose a novel OOD-informed model bias adaptive sampling method called BOOST (Bias-Oriented OOD Sampling and Tuning). It addresses these challenges by dynamically adjusting temperature scaling and sampling probabilities, thereby promoting a more equitable representation of all classes. We evaluate our proposed approach to the KaoKore and PACS datasets, focusing on the model's ability to reduce class-wise bias. We further propose a new metric, Same-Dataset OOD Detection Score (SODC), designed to assess class-wise separation and per-class bias reduction. Our method demonstrates the ability to balance high performance with fairness, making it a robust solution for unbiasing AI models in the art domain.","Поширена проблема упередженості в штучному інтелекті становить значну проблему для класифікації картин і стає дедалі серйознішою, оскільки ці системи дедалі більше інтегруються в такі завдання, як кураторство та реставрація творів мистецтва. Упередження, що часто виникають через незбалансовані набори даних, де домінують певні художні стилі, ставлять під сумнів справедливість і точність прогнозів моделі, тобто класифікатори менш точні щодо рідкісних картин. Хоча попередні дослідження досягли значних успіхів у покращенні ефективності класифікації, вони здебільшого ігнорували критичну необхідність усунення цих базових упереджень, тобто при роботі з даними, що не мають розподілу (OOD). Наше дослідження підкреслює необхідність більш надійного підходу до пом'якшення упереджень у моделях ШІ для художньої класифікації на упереджених навчальних даних. Ми пропонуємо новий метод адаптивної дискретизації моделі, що враховує зсув OOD, під назвою BOOST (Bias-Oriented OOD Sampling and Tuning - вибірка та налаштування з урахуванням зсуву). Він вирішує ці проблеми шляхом динамічного налаштування температурного масштабування та ймовірності вибірки, тим самим сприяючи більш справедливому представленню всіх класів. Ми оцінюємо запропонований нами підхід до наборів даних KaoKore та PACS, зосереджуючись на здатності моделі зменшувати зміщення між класами. Ми також пропонуємо нову метрику, Same-Dataset OOD Detection Score (SODC), призначену для оцінювання класового розділення та зменшення зміщення для кожного класу. Наш метод демонструє здатність балансувати між високою продуктивністю та справедливістю, що робить його надійним рішенням для неупереджених моделей ШІ в галузі мистецтва.",215,Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.07134,https://arxiv.org/pdf/2507.07134.pdf,true
